Subject_ID,PC1,PC2
,,
007_S_0128,2.358932793,-0.256809128
,,
007_S_0128,1.420455501,-0.812506716
,,
007_S_0249,1.108252578,-0.276895368
,,
007_S_0249,1.618290711,-0.207585298
,,
007_S_0249,1.16034383,-0.46424247
,,
007_S_0249,1.581414183,-0.363239061
,,
007_S_0249,1.117722881,-0.195096506
,,
007_S_0249,1.106705695,-0.27473992
,,
007_S_0249,1.620332046,-0.20633911
,,
007_S_0293,1.382817231,-0.573343565
,,
007_S_0293,1.885561815,-0.862595501
,,
007_S_0293,2.089256336,-0.573625788
,,
007_S_0293,2.019729628,-0.65768761
,,
007_S_0293,1.225385036,-0.130151
,,
007_S_0293,1.882902333,-0.861551687
,,
007_S_0316,1.646653224,-0.305074578
,,
007_S_0414,1.248692537,-0.997380432
,,
007_S_0414,1.553492605,-0.012633021
,,
007_S_0414,1.281531795,-0.686737511
,,
007_S_0414,1.151195587,-0.773873131
,,
007_S_0414,1.111717053,-0.84764181
,,
007_S_0414,1.250394313,-0.989959249
,,
007_S_0698,2.532996039,0.267940707
,,
007_S_0698,2.534037996,0.273023338
,,
007_S_0698,1.081809022,0.365042528
,,
007_S_0698,1.277439576,-0.08557975
,,
007_S_0698,1.291056491,-0.131647381
,,
007_S_0698,1.384514232,-0.529168394
,,
007_S_1206,1.831007878,-0.606320916
,,
007_S_1222,2.682776334,-0.246697917
,,
007_S_1222,1.986330052,-0.639112733
,,
007_S_1339,1.285709233,-0.434356007
,,
007_S_1339,1.225019031,-0.4783932
,,
007_S_1339,0.897519272,-0.113956368
,,
010_S_0067,-0.786827886,0.991499239
,,
010_S_0067,-0.784044877,0.985682319
,,
010_S_0067,-0.721833395,1.412160149
,,
010_S_0067,-0.84532287,0.914062925
,,
010_S_0067,-0.72475796,1.322737112
,,
010_S_0067,-0.719003448,1.412811924
,,
010_S_0067,-0.843211532,0.913219556
,,
010_S_0419,-0.52515384,2.234283629
,,
010_S_0419,-0.602468555,1.988830826
,,
010_S_0419,-0.613624174,1.619925407
,,
010_S_0419,-0.444241343,2.304344277
,,
010_S_0419,-0.52172348,2.232900798
,,
010_S_0419,-0.59750813,1.996676048
,,
010_S_0422,-0.741948925,1.977099197
,,
010_S_0422,-0.616418889,2.422741059
,,
010_S_0422,-0.593264252,2.550269939
,,
010_S_0422,-0.556369506,2.555639163
,,
010_S_0422,-0.390557167,1.053492197
,,
010_S_0422,-0.7343468,1.976457408
,,
010_S_0422,-0.609531857,2.432128491
,,
010_S_0472,-0.868156236,1.007011742
,,
010_S_0472,-0.898360484,0.853221146
,,
010_S_0472,-0.721423846,1.201162731
,,
010_S_0472,-0.753864937,1.12810652
,,
010_S_0472,-0.859855336,1.007342639
,,
010_S_0786,-0.728900558,-2.109728778
,,
010_S_0786,-0.73331546,-1.275242781
,,
010_S_0786,-0.69749168,-0.682106785
,,
010_S_0786,-0.572017688,0.115653037
,,
010_S_0786,-0.723355047,-2.136994576
,,
010_S_0829,-0.404341595,1.900130143
,,
010_S_0829,-0.601361095,0.870539123
,,
010_S_0829,-0.356366115,-0.360811781
,,
010_S_0829,-0.500946855,0.143127918
,,
010_S_0829,-0.395616709,1.851825663
,,
010_S_0904,-0.801946517,1.394246954
,,
010_S_0904,-0.679461335,1.877883035
,,
010_S_0904,-0.702203559,1.576859479
,,
010_S_0904,-0.849161814,0.993534469
,,
010_S_0904,-0.37547101,0.814652337
,,
010_S_0904,-0.801537233,1.394120531
,,
011_S_0003,-0.298253234,0.362524101
,,
011_S_0003,-0.465213948,0.474936369
,,
011_S_0003,-0.352818436,0.361544833
,,
011_S_0005,-0.025272023,-1.416536731
,,
011_S_0005,0.15536964,-1.829368381
,,
011_S_0005,-0.050691286,-1.061519533
,,
011_S_0010,0.084421534,-1.657482183
,,
011_S_0010,-0.025778909,-1.169433626
,,
011_S_0016,0.170428625,-1.508577488
,,
011_S_0016,0.182887415,-1.331512262
,,
011_S_0016,0.200203867,-1.315171096
,,
011_S_0016,-0.106487026,-1.064949392
,,
011_S_0021,-0.121692594,-0.884998417
,,
011_S_0021,-0.109424506,-1.156923923
,,
011_S_0021,-0.010524544,-1.059219611
,,
011_S_0022,0.275289452,0.072593526
,,
011_S_0022,0.408996654,-0.209051265
,,
011_S_0022,0.169220631,0.054880097
,,
011_S_0022,0.032706741,-0.276769066
,,
011_S_0023,0.162932541,-1.543096065
,,
011_S_0023,0.091742373,-1.498330775
,,
011_S_0053,-0.574792582,-0.08611211
,,
011_S_0183,-0.907578241,0.251760633
,,
011_S_0183,-0.896381194,0.378078994
,,
011_S_0241,-0.549716562,0.995198286
,,
011_S_0241,-0.437651065,0.456755183
,,
011_S_0241,-0.439705839,0.661942987
,,
011_S_0241,-0.424845315,0.503131343
,,
011_S_0241,-0.733453081,0.885599717
,,
011_S_0326,-0.613028165,0.237311857
,,
011_S_0326,-0.644583135,0.308793592
,,
011_S_0326,-0.412512009,-0.235349354
,,
011_S_0326,-0.612148263,0.547494174
,,
011_S_0326,-0.627946702,0.339594936
,,
011_S_0362,-0.209357538,-0.920480601
,,
011_S_0362,-0.108476344,-1.253977351
,,
011_S_0362,-0.359823859,-0.095836042
,,
011_S_0362,0.492841274,-1.095168967
,,
011_S_0362,-0.230544504,-0.379017491
,,
011_S_0856,-0.029576382,-0.88398147
,,
011_S_0856,0.045166386,-1.34249465
,,
011_S_0856,0.146008194,-1.618042873
,,
011_S_0856,-0.62830964,0.36282763
,,
011_S_0856,0.465616825,-1.921913363
,,
011_S_0861,-0.514725443,0.260638774
,,
011_S_0861,-0.801693884,0.276744201
,,
011_S_0861,-0.469614667,0.162701226
,,
011_S_0861,-0.899366123,-0.128050717
,,
011_S_0861,-0.605432495,-0.088931979
,,
011_S_1080,-0.480599032,1.816179391
,,
011_S_1080,-0.217134409,-0.073802762
,,
011_S_1080,-0.375656354,0.697381919
,,
011_S_1080,-0.243442277,-0.037855451
,,
011_S_1080,-0.488079684,1.601479255
,,
011_S_1282,-0.453967136,0.644801968
,,
011_S_1282,-0.470253241,0.75062137
,,
011_S_1282,-0.428147072,0.670116373
,,
011_S_1282,-0.471168148,1.001776847
,,
011_S_1282,-0.518551491,1.211434577
,,
012_S_0634,-0.576674962,0.095607674
,,
012_S_0634,-0.635478196,0.013240549
,,
012_S_0634,-0.589657694,0.933084088
,,
012_S_0634,-0.584518461,0.600514481
,,
012_S_0634,-0.598087551,0.689979007
,,
012_S_0634,-0.571841642,0.090937182
,,
012_S_0634,-0.62974339,0.015889041
,,
012_S_0634,-0.583658087,0.9309483
,,
012_S_0637,-0.615236985,1.738444781
,,
012_S_0637,-0.459827882,1.934743669
,,
012_S_0637,-0.564308714,1.935954312
,,
012_S_0637,-0.743189651,1.187943816
,,
012_S_0637,-0.60984349,1.724009031
,,
012_S_0637,-0.456666656,1.914021876
,,
012_S_0637,-0.557294656,1.915267051
,,
012_S_0689,-0.498006598,1.84837086
,,
012_S_0689,-0.495522292,1.831164972
,,
012_S_0689,-0.692594397,1.458869482
,,
012_S_0689,-0.800612093,0.972176909
,,
012_S_0689,-0.942622467,-0.520818581
,,
012_S_0689,-0.686485327,1.46321926
,,
012_S_0689,-0.792938453,0.969004709
,,
012_S_0803,-0.758262285,0.042215745
,,
012_S_0803,-0.723046535,1.299022387
,,
012_S_0803,-0.741547683,1.171146551
,,
012_S_0803,-0.694236033,-2.153666988
,,
012_S_0803,-0.751368431,0.053362026
,,
012_S_0803,-0.71402572,1.311929729
,,
012_S_0932,-0.738946765,1.544613754
,,
012_S_0932,-0.88454489,1.171189557
,,
012_S_0932,-0.887201616,1.045459999
,,
012_S_0932,-0.919349192,0.896187959
,,
012_S_0932,-0.971288582,0.632491045
,,
012_S_0932,-0.737361424,1.532054058
,,
012_S_0932,-0.87800094,1.166180852
,,
012_S_1009,-0.646119942,1.195836312
,,
012_S_1009,-0.900562384,-0.035521273
,,
012_S_1009,-0.652539702,1.074864546
,,
012_S_1009,-0.754459161,0.805450215
,,
012_S_1009,-0.638337435,1.187939338
,,
012_S_1009,-0.890926319,-0.045543553
,,
012_S_1133,-0.627340346,1.051169533
,,
012_S_1133,-0.589306041,1.334325664
,,
012_S_1133,-0.634073457,0.99533119
,,
012_S_1133,-0.635567169,1.01524342
,,
012_S_1133,-0.621131732,1.031249128
,,
012_S_1133,-0.584592532,1.323324222
,,
012_S_1165,-1.052783085,-0.892088336
,,
012_S_1165,-0.962395611,-0.279285814
,,
012_S_1165,-0.850057739,0.200564374
,,
012_S_1165,-1.052851241,-1.674539933
,,
012_S_1165,-0.992882399,-0.936446287
,,
012_S_1165,-1.043615693,-0.937631613
,,
012_S_1165,-0.952017947,-0.324085764
,,
012_S_1321,-1.019744311,-1.234209504
,,
012_S_1321,-0.991718587,-1.226431375
,,
012_S_1321,-1.009896465,-1.986940136
,,
012_S_1321,-0.987398619,-1.296219795
,,
012_S_1321,-1.058733458,-1.485486665
,,
012_S_1321,-1.012856508,-1.245696036
,,
013_S_0240,-0.778452783,-0.060180425
,,
013_S_0240,-0.809394654,-0.33803399
,,
013_S_0240,-0.541504044,1.212390384
,,
013_S_0240,-0.625054319,1.021081064
,,
013_S_0240,-0.527303055,0.707989482
,,
013_S_0325,-0.701446566,-0.209610136
,,
013_S_0325,-1.190808222,-0.606267026
,,
013_S_0325,-0.923071066,0.387220113
,,
013_S_0325,-1.055247277,0.224722431
,,
013_S_0325,-1.008802722,0.098576796
,,
013_S_0502,-0.386615923,1.522009551
,,
013_S_0502,-0.368532003,1.485608613
,,
013_S_0502,-0.452757631,0.146334785
,,
013_S_0575,-0.80586623,-0.165370842
,,
013_S_0575,-0.80925955,0.092234834
,,
013_S_0575,-0.65723322,0.127697802
,,
013_S_1035,-0.273220786,0.188449521
,,
013_S_1035,-0.812033321,0.411766831
,,
013_S_1035,-0.625940166,1.004285435
,,
013_S_1035,-0.730730799,0.606893558
,,
013_S_1186,-0.660751444,1.350632888
,,
013_S_1186,-0.870327543,0.045448938
,,
013_S_1186,-0.232187159,-0.145965261
,,
013_S_1186,-0.287135435,0.513525027
,,
013_S_1186,-0.473064965,1.3216908
,,
013_S_1205,-0.416909834,1.46739706
,,
013_S_1205,-0.412511432,1.590294917
,,
013_S_1205,-0.40089545,1.439490986
,,
014_S_0169,1.215075328,0.205969035
,,
014_S_0169,0.751338794,-1.443343999
,,
014_S_0169,-0.390631212,0.724298744
,,
014_S_0169,-0.593927206,1.178063767
,,
014_S_0169,-0.605545107,1.091256562
,,
014_S_0328,-0.732452746,0.28577776
,,
014_S_0519,0.620753596,-1.583318104
,,
014_S_0519,-0.884465316,-0.919258386
,,
014_S_0520,0.09389834,-1.839294705
,,
014_S_0520,-0.427559659,2.237640352
,,
014_S_0520,-0.364006857,2.257142623
,,
014_S_0548,-0.519287357,2.631146035
,,
014_S_0548,1.320338369,1.088377186
,,
014_S_0548,-0.08488558,-0.930313277
,,
014_S_0557,-0.008321064,-1.08929097
,,
014_S_0557,1.262671902,-0.412634161
,,
014_S_0557,-0.403670035,2.065407549
,,
014_S_0557,-0.316156766,1.878798736
,,
014_S_0557,-0.487802887,1.895536939
,,
014_S_0558,-0.692496885,0.364292344
,,
014_S_0558,0.919713351,-1.798301268
,,
014_S_0563,-0.818189249,1.26918709
,,
014_S_0563,0.465524838,-1.566565699
,,
014_S_0563,-0.805069056,1.29272855
,,
014_S_0563,-0.960248956,0.866745862
,,
014_S_0563,-0.712261453,1.414630041
,,
014_S_0658,0.860234534,-1.843058542
,,
014_S_0658,-0.556211018,1.163130332
,,
014_S_0658,-0.492241767,1.255203295
,,
014_S_0658,-0.567424984,0.98469836
,,
014_S_0658,-0.711425479,0.60562036
,,
016_S_0359,1.067817705,-0.686597298
,,
016_S_0359,-0.076623179,-0.560098189
,,
016_S_0359,0.152186999,-0.698419518
,,
016_S_0538,-0.530841564,0.472148805
,,
016_S_0702,-0.905741702,0.269657675
,,
016_S_0702,-0.947567238,0.053382706
,,
016_S_0702,-0.601569238,0.316882828
,,
016_S_0702,-0.97341931,0.261763509
,,
016_S_0702,-0.974969634,0.314191257
,,
016_S_0991,-0.328677699,-0.218117619
,,
016_S_0991,-0.284698084,-0.352337552
,,
016_S_1028,0.148880861,-0.881174891
,,
016_S_1028,-0.57317876,0.783086351
,,
016_S_1028,-0.460616295,0.09090889
,,
016_S_1028,-0.508517595,1.063428298
,,
016_S_1028,-0.577486166,0.955002462
,,
016_S_1121,0.687676138,-2.785725111
,,
016_S_1121,0.396939203,-2.116301645
,,
016_S_1121,0.754841471,-1.740796668
,,
016_S_1121,0.672133655,-1.819036982
,,
016_S_1121,0.743512377,-1.171016275
,,
016_S_1326,-0.012876692,-1.089700509
,,
016_S_1326,-0.069288916,-0.878505119
,,
016_S_1326,0.194708162,-1.428462326
,,
016_S_1326,-0.408957875,0.629537727
,,
016_S_1326,-0.13339821,-0.517927387
,,
018_S_0057,-1.244073219,-0.211957727
,,
018_S_0057,-1.242034956,-0.241157771
,,
018_S_0057,-1.27385064,-0.343020935
,,
018_S_0057,-1.171635545,-0.696588479
,,
018_S_0057,-1.145909406,-0.862645765
,,
018_S_0057,-1.118778819,-0.949887022
,,
018_S_0057,-1.271182669,-0.374075652
,,
018_S_0057,-1.162410324,-0.756805138
,,
018_S_0142,-1.078596642,-0.308435165
,,
018_S_0142,-0.950161004,0.579593594
,,
018_S_0142,-0.999769983,0.113168838
,,
018_S_0142,-0.919794751,0.849030391
,,
018_S_0142,-0.982550939,0.391761379
,,
018_S_0142,-0.946264829,0.565032285
,,
018_S_0142,-0.990022513,0.098663909
,,
018_S_0142,-0.9109789,0.832960216
,,
018_S_0155,-1.000563621,-1.632102483
,,
018_S_0155,-0.901366668,-2.8161042
,,
018_S_0155,-0.926946443,-0.148258587
,,
018_S_0155,-0.968319538,-2.427459258
,,
018_S_0155,-0.998602169,-2.864756207
,,
018_S_0155,-0.892585246,-2.875751079
,,
018_S_0155,-0.92329207,-0.145291674
,,
018_S_0155,-0.965699907,-2.440312137
,,
018_S_0286,-1.058775185,-0.439782823
,,
018_S_0286,-0.997111178,-0.208476006
,,
018_S_0286,-0.996257318,-0.213930307
,,
018_S_0286,-0.995122226,-0.57291943
,,
018_S_0286,-1.05570839,-0.423031031
,,
018_S_0286,-0.996838758,-0.208418696
,,
018_S_0286,-0.99703918,-0.22173074
,,
018_S_0335,-1.092567294,-2.879959317
,,
018_S_0335,-0.86223165,-2.8031518
,,
018_S_0335,-0.921599656,-1.639991774
,,
018_S_0335,-0.79821754,-2.859183526
,,
018_S_0335,-1.100741809,-2.834059509
,,
018_S_0335,-0.849034092,-2.825624531
,,
018_S_0335,-0.910689131,-1.626708526
,,
018_S_0369,-0.808929176,0.33663597
,,
018_S_0369,-0.803720506,0.345663143
,,
018_S_0369,-0.907137375,-0.283229337
,,
018_S_0369,-0.853878407,0.185469927
,,
018_S_0369,-0.891545148,-0.219176668
,,
018_S_0369,-0.898690458,-0.306800792
,,
018_S_0369,-0.848768101,0.186846201
,,
018_S_0406,-1.242702783,-0.715386408
,,
018_S_0406,-1.198304906,-0.53351554
,,
018_S_0406,-1.264312627,-1.404392085
,,
018_S_0406,-1.305967543,-1.162148427
,,
018_S_0406,-1.249708158,-1.470904386
,,
018_S_0406,-1.234628595,-0.74042305
,,
018_S_0406,-1.190040182,-0.562133526
,,
018_S_0406,-1.261497071,-1.431667184
,,
018_S_0425,-1.106217121,-1.75371363
,,
018_S_0425,-1.075002757,-1.099712714
,,
018_S_0425,-0.995293567,-0.44433682
,,
018_S_0425,-1.047630937,-0.968070549
,,
018_S_0425,-1.072899746,-1.111687017
,,
018_S_0425,-0.990078246,-0.461673468
,,
018_S_0425,-1.042930627,-0.979928734
,,
018_S_0450,-0.806421969,1.068956096
,,
018_S_0450,-0.796932142,1.056316109
,,
018_S_0450,-0.689798015,1.605809293
,,
018_S_0450,-0.777471269,0.988228793
,,
018_S_0450,-0.80581462,1.102878082
,,
018_S_0450,-0.74153576,1.091185891
,,
018_S_0450,-0.675900049,1.595112507
,,
018_S_0450,-0.769417816,0.974474616
,,
020_S_0097,-1.114322782,-0.846846953
,,
020_S_0097,-0.982558383,0.081807984
,,
020_S_0097,-0.956507638,0.294108264
,,
020_S_0097,-1.03045158,-0.193153447
,,
020_S_0883,-0.762251461,1.366419289
,,
020_S_0883,-0.764427142,1.15661943
,,
020_S_0899,-0.811038019,0.080449721
,,
020_S_0899,-0.754511624,0.379312949
,,
020_S_0899,-0.7625249,0.257641384
,,
020_S_0899,-0.724089465,-0.126930231
,,
020_S_1288,-0.344943277,2.498203979
,,
020_S_1288,-0.312507192,2.592297196
,,
020_S_1288,-0.32073841,2.485787297
,,
021_S_0141,-0.354512764,-0.350538221
,,
021_S_0141,-0.212842648,-0.735683258
,,
021_S_0141,0.036807745,-1.240651256
,,
021_S_0141,0.510961349,-1.423412691
,,
021_S_0141,-0.25122297,-0.73980292
,,
021_S_0159,0.518635226,-1.066761673
,,
021_S_0159,0.610992114,-1.248380717
,,
021_S_0159,1.086876156,-1.236697924
,,
021_S_0159,0.585410428,-1.183367406
,,
021_S_0273,-0.685422165,0.856524547
,,
021_S_0273,-0.858966155,-0.130947332
,,
021_S_0273,-0.849058044,-0.008240065
,,
021_S_0273,-0.761988249,0.267876141
,,
021_S_0273,-0.702460626,0.987511752
,,
021_S_0276,-0.426636778,2.62064085
,,
021_S_0276,-0.362184983,2.741375249
,,
021_S_0276,-0.441800138,2.358935629
,,
021_S_0276,-0.424018976,2.712421454
,,
021_S_0276,-0.516640286,2.411448226
,,
021_S_0337,-0.838231948,0.778973596
,,
021_S_0337,-0.844894486,0.977895946
,,
021_S_0337,-1.031697362,0.650423291
,,
021_S_0337,-0.853446511,1.002303378
,,
021_S_0343,-0.704546824,0.65234907
,,
021_S_0343,-0.745665789,0.468262521
,,
021_S_0343,-0.608994211,0.465276032
,,
021_S_0343,-0.482151019,0.129507804
,,
021_S_0424,-0.441650978,0.487921498
,,
021_S_0424,-0.781468449,0.797593807
,,
021_S_0424,-0.667440675,0.857747503
,,
021_S_0424,-0.584980437,1.010987949
,,
021_S_0424,-0.483304686,0.559942509
,,
021_S_0626,-0.515190111,0.425536707
,,
021_S_0626,-0.504371836,0.334835836
,,
021_S_0626,-0.254820534,-0.636932164
,,
021_S_0626,-0.467406662,0.089828501
,,
021_S_0626,-0.489808473,0.236083578
,,
021_S_0647,0.356209754,-1.26305949
,,
021_S_0647,-0.015391806,-0.678285648
,,
021_S_0647,0.185439585,-0.87236442
,,
021_S_0647,-0.338861509,-0.250477724
,,
021_S_0753,-0.513460896,-0.62767832
,,
021_S_0753,-0.716834107,-0.297505183
,,
021_S_0753,-0.407245994,-0.614581242
,,
021_S_0753,1.130116534,-0.23291027
,,
Missing,-0.562080768,-0.455878954
,,
Missing,0.440778769,-2.039450122
,,
Missing,-0.219118071,-0.881371751
,,
Missing,1.838727791,-1.235179212
,,
021_S_1109,1.141597368,-0.718481806
,,
021_S_1109,1.147017061,-0.974557147
,,
021_S_1109,0.838636837,-1.038798865
,,
021_S_1109,0.490882243,-0.733602874
,,
022_S_0014,-0.91157278,0.337611742
,,
022_S_0014,-1.056324504,-1.350716537
,,
022_S_0066,-0.562430502,1.292628459
,,
022_S_0066,-0.579887953,1.311606689
,,
022_S_0096,-1.106809093,-0.311153505
,,
022_S_0096,-1.113943079,-0.764494264
,,
022_S_0096,-1.118126275,-2.542528959
,,
022_S_0129,-0.745741387,-0.895876009
,,
022_S_0129,-0.592516222,0.157626863
,,
022_S_0129,-0.888003825,-2.81470116
,,
022_S_0130,-0.447271378,2.70873655
,,
022_S_0544,-0.909973427,-1.077131125
,,
022_S_0544,-0.879747533,-1.090662423
,,
022_S_0544,-1.010622559,-3.036257597
,,
022_S_0544,-1.192440735,-2.504948275
,,
022_S_0544,-1.560142639,-1.12645767
,,
022_S_0750,-1.016365104,-2.216333662
,,
022_S_0750,-0.89989104,-0.75355202
,,
022_S_0750,-1.026996707,-2.845319349
,,
022_S_0750,-1.031616454,-2.729196238
,,
022_S_0750,-1.318331849,-1.675937378
,,
022_S_0961,-1.059526148,0.222515573
,,
022_S_0961,-0.99584764,0.443857901
,,
022_S_0961,-1.13590556,-0.110602062
,,
022_S_0961,-1.251218655,-1.442003284
,,
022_S_0961,-1.328604351,-1.328050087
,,
022_S_1351,-0.410243391,2.0182758
,,
022_S_1351,-0.563725771,1.548189589
,,
022_S_1351,-0.662248355,0.000722611
,,
022_S_1351,-0.699745525,0.013185804
,,
022_S_1351,-0.735999301,-0.505056738
,,
022_S_1394,-0.910164348,-1.960257866
,,
022_S_1394,-0.882114662,-2.908093861
,,
022_S_1394,-0.919841682,-1.91144119
,,
022_S_1394,-1.022626804,-2.401768439
,,
022_S_1394,-1.002515348,-3.217590123
,,
023_S_0030,-0.409872457,2.169447168
,,
023_S_0030,-0.7169822,0.259972473
,,
023_S_0030,-0.409695744,2.169047158
,,
023_S_0030,-0.422065805,2.1572131
,,
023_S_0030,-0.407569537,2.055467311
,,
023_S_0030,-0.595077437,1.558170353
,,
023_S_0030,-0.421966396,2.157294267
,,
